ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
,42786,2008/06/18,ミクロにひそむ不思議／電子顕微鏡で身近な世界を見る,ﾐｸﾛﾆﾋｿﾑﾌｼｷﾞ/ﾃﾞﾝｼｹﾝﾋﾞｷｮｳﾃﾞﾐﾁﾞｶﾅｾｶｲｦﾐﾙ,,,岩波ジュニア新書５８２,,牛木　辰男／甲賀　大輔,ｳｼｷﾀﾂｵ/ｺｳｶﾞﾀﾞｲｽｹ,,400,ｳﾀ,,岩波書店,2008,190,18,819,,電子顕微鏡で身のまわりのものを観察しよう。数倍から数十万倍まで拡大できて、立体的に見える走査電顕の像は、ふしぎな世界です。同じ糸でも木綿と絹はちがい、毛糸やカシミヤにはキューティクルが見えます。チョウのリンプンは美しいうちわ、ツバキの花粉はおいしいパンのよう。食べもの、生活用品、小さな生きもの、そして私たちのからだの、ミクロの実体像を楽しんでください。 １　顕微鏡について知ろう２　身近な生活用品のミクロをのぞく３　食べもののミクロをのぞく４　植物のミクロをのぞく５　,,,,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42787,2008/06/18,新版　行政ってなんだろう,ｼﾝﾊﾟﾝｷﾞｮｳｾｲｯﾃﾅﾝﾀﾞﾛｳ,,,岩波ジュニア新書５８６,,新藤　宗幸,ｼﾝﾄﾞｳﾑﾈﾕｷ,,317,ｼﾑ,,岩波書店,2008,230,18,819,,行政の基本的な考え方と役割の歴史的な変化をふまえながら、日本の行政制度のしくみについてやさしく解説して大好評だった旧版に、２０００年以降の行政改革による省庁再編や地方分権の進み具合などを大幅加筆。政治と行政の関係、公共事業や福祉政策などの問題点を明らかにしつつ、私たちのくらしに必要な行政のあり方を提示します。 プロローグ　行政をみる眼（ひとつの寓話；政治と行政はどのような関係をもつのだろうか）第１章　行政国家の広がりとその変化（福祉国家への道とその反転；行政国家とはなんだろうか）第２章,,,,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42788,2008/06/18,ぼくたちのアニメ史,ﾎﾞｸﾀﾁﾉｱﾆﾒｼ,,,岩波ジュニア新書５８７,,辻　真先,ﾂｼﾞﾏｻｷ,,778.77,ﾂﾏ,,岩波書店,2008,183,18,819,,草創期から日本のアニメを支えてきた人気脚本家によるアニメ入門。『鉄腕アトム』や『デビルマン』をはじめ、著者自身がたずさわった数々の作品のエピソードをまじえアニメの歴史をたどります。歴史的名作から最新の話題作まで、テレビアニメの魅力を縦横無尽に語り尽くす、ファン必読の一冊です。 １　くもも人形もＣＭもアニメなのだ２　十万馬力のショックが電波を走る３　豪快か蛮勇か東京ムービーがゆく４　企業としての東映のレパートリー５　三つのブームがアニメを導く先は６　エイケン・シンエイ・竜,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,1,False,True,False,,
,42789,2008/06/18,分子のはたらきがわかる１０話,ﾌﾞﾝｼﾉﾊﾀﾗｷｶﾞﾜｶﾙ10ﾜ,,,岩波ジュニア新書５８９,,齋藤　勝裕,ｻｲﾄｳｶﾂﾋﾛ,,431.1,ｻｶ,,岩波書店,2008,198,18,819,,本も鉛筆もケータイもテレビも、私たちの体もすべて分子でできている。色がついたり、光ったり、動いたりするのも、すべて分子のはたらきだ。では、バラの花とネオンサインの赤は同じなのだろうか？ディスプレイの液晶と有機ＥＬとはどう違うのか？身のまわりの物とその変化が、分子の眼を通すとよくわかってくるよ。 序　原子とは何か第１話　結合する第２話　合体する第３話　爆発する第４話　光かがやく第５話　命をまもる第６話　鏡に映る第７話　整列する第８話　光で絵を描く第９話　膜,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42790,2008/06/18,アニメが世界をつなぐ,ｱﾆﾒｶﾞｾｶｲｦﾂﾅｸﾞ,,,岩波ジュニア新書５９１,,鈴木　伸一,ｽｽﾞｷｼﾝｲﾁ,,778.77,ｽｼ,,岩波書店,2008,205,18,819,,満州での少年時代、“トキワ荘”の漫画家たちとの出会い、アニメーターとしてささえたテレビアニメの黄金時代。今やミュージアムの館長として世界中の日本アニメファンを迎え、ユネスコのアジア諸国向け教育ビデオを作る―“ラーメンの小池さん”のモデルにもなった著者の、さらなる世界への挑戦。 １　アニメを発信しつづける、いま２　アニメと漫画を夢見て３　トキワ荘とおとぎプロの青春４　テレビアニメ奮闘記５　アニメの世界を歩きつづける  鈴木伸一［スズキシンイチ］アニメーション作家・漫画,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,1,False,True,False,,
,42791,2008/06/18,崖っぷちに立つあなたへ,ｶﾞｹｯﾌﾟﾁﾆﾀﾂｱﾅﾀﾍ,,,岩波ジュニア新書５９２,,落合　恵子,ｵﾁｱｲｹｲｺ,,916,ｵｹ,,岩波書店,2008,196,18,777,,　いじめによる子どもの自殺があとを絶たない。生い立ちゆえにいじめや無視とたたかう日々のなかで、著者を支えたのは母の温かな眼差しだった。「今度は、私がだれかを支える番」と、自身の体験をふまえながら崖っぷちの今を必死に生きる若者たちに「生きいそがないで」と熱く語りかける一冊。 １章　みんなと「違う」ということ（シングルマザーと、その子ども；物干し竿を引きずる女の子；英字ビスケットばらまき事件；ヒヨコを殺した；声が出ない；畳一畳を居場所にして；重すぎるチェリー；霙の午後）２章　親の生きかた、,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42792,2008/06/18,地図を楽しもう,ﾁｽﾞｦﾀﾉｼﾓｳ,,,岩波ジュニア新書５９３,,山岡　光治,ﾔﾏｵｶﾐﾂﾊﾙ,,448,ﾔﾐ,,岩波書店,2008,226,18,819,,煙突や噴火口の煙は東にたなびき、記念碑や針葉樹の影も東に伸びている。作成法や記号が少しわかれば、地図はあなたの街歩き・野山歩きの頼りがいのある友だちだ。オリジナルマップをつくったり、測量遺跡を訪ねたり、地図を思う存分楽しもう。 １　地図で風景を読みとってみよう２　楽しい地図がいっぱい３　地図のはじまり４　地図づくりは測量から５　測量・地図遺跡をたどる６　自分で地図をつくってみよう  地図の中に風が吹き、光がさしているのに気づいていますか。地図記号の煙突の煙や旗は東に,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42793,2008/06/18,クモの糸の秘密,ｸﾓﾉｲﾄﾉﾋﾐﾂ,,,岩波ジュニア新書５９５,,大﨑　茂芳,ｵｵｻｷｼｹﾞﾖｼ,,485,ｵｼ,,岩波書店,2008,182,18,819,,クモの糸はほんとうに強いのだろうか？クモとクモの糸に注目しつづけてきた著者が、やがてその強さを証明するため、クモとじっくりつきあい、気分よく糸を出してもらいながら、「クモの糸にぶら下がる」という３０年来の夢をついに実現。クモの糸の不思議なしくみと、観察することの楽しさをユーモラスに語ります。 １　クモの糸にぶら下がれるか（『蜘蛛の糸』の世界；クモをどうやって捕まえるか　ほか）２　人がクモの糸にぶら下がるまで（学会発表を決める；ぶら下がるための準備　ほか）３　クモとつきあう（クモの生活様,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42794,2008/06/18,高度成長／シリーズ日本近現代史⑧,ｺｳﾄﾞｾｲﾁｮｳ/ｼﾘｰｽﾞﾆﾎﾝｷﾝｹﾞﾝﾀﾞｲｼ8,,,岩波新書　１０４９／日本近現代史⑧,,武田　晴人,ﾀｹﾀﾞﾊﾙﾋﾄ,,210.08,ｲ,8,岩波書店,2008,256,18,819,,　日本経済の「後進性」が問題にされ、近代化・合理化の必要性が熱心に叫ばれた時代から、「経済大国」としての地位を確立する時代まで。「経済成長への神話」はどのように浸透し、また「ゆがみ」を生じさせていったのか。人々の欲求と政治の思惑はいかに寄り添い、あるいはすれ違い続けたのか。通説に大胆に切り込む意欲作。 第１章　一九五五年と一九六〇年―政治の季節（転機としての一九五五年；独立後の政治不安；保守合同と五五年体制；国際社会への復帰；春闘と三池争議；日米安全保障条約改定問題；五五年体制と戦後民,２１０．７６／,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
,42795,2008/06/18,証言　沖縄「集団自決」／慶良間諸島で何が起きたか,ｼｮｳｹﾞﾝｵｷﾅﾜ｢ｼｭｳﾀﾞﾝｼﾞｹﾂ｣/ｹﾗﾏｼｮﾄｳﾃﾞﾅﾆｶﾞｵｷﾀｶ,,,岩波新書　１１１４,,謝花　直美,ｼﾞｬﾊﾅﾅｵﾐ,,210.75,ｼﾞﾅ,,岩波書店,2008,222,18,777,,アジア・太平洋戦争の末期、戦場となった沖縄・慶良間諸島の渡嘉敷、座間味、慶留間の島々で、住民の「集団自決」が起きた。何が約六百名もの人びとを死に追いやったのか。これまで黙して語らなかった人を含む、凄惨な戦争の生存者たちが、歴史を書き換えようという動きに抗って、当時の実相や現在の思いを証言する。 第１章　慶良間戦とは何か―沖縄戦最初の地上戦第２章　渡嘉敷島の証言―軍命で集合させられて第３章　座間味島の証言―忠魂碑集合のあとで第４章　慶留間島の証言―戦場をさまよう人々第５章　阿,,図書費,白山商会,,新書書架,,,２００８．０６．１８,,False,,,,False,,,,False,True,False,,
