ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
	0000010244	1999/01/01	ことばの事典			日置　昌一	813	ﾋ		講談社	1981	322	18	1999
978-4-871381-30-7	0000022353	1999/01/01	言葉をみがく　／日本語の持ち味、隠し味			森田　良行	810	ﾓ		創拓社	1991	285	18	1999
978-4-582828-17-7	0000026902	1999/01/01	悪魔の辞典　【噴版】			安野　光雅／なだ　いなだ／日高　敏隆／別役　実／横田　順彌．共著	813.9	ｱ		平凡社	1989	314	17	1999
978-4-871381-49-9	0000031377	1999/01/01	歴史から生まれた　日本語語源詮索辞典　／【現代に生きる古代語・中世語】			武光　誠	812	ﾀ		創拓社	1992	409	18	1999
978-4-480042-29-3	0000033788	1999/01/01	女の日本語 男の日本語		ちくまプリマーブックス１２９	佐々木　瑞枝	810.4	ｻ		筑摩書房	1999	194	19	1999
978-4-061590-65-6	0090001883	1999/01/01	映像の芸術		講談社学術文庫	佐々木　基一	778.2	ｻ		講談社	1993	379	15	1999
978-4-062561-42-6	0090001888	1999/01/01	あってるつもりで間違ってる漢字　／新聞・雑誌の不覚２５００		講談社α文庫	加納　喜光	811.2	ｶ		講談社	1996	426	15	1999
978-4-062560-39-9	0090001889	1999/01/01	読めそうで読めない漢字２０００　／あいまい読み・うっかり読み実例集		講談社α文庫	加納　喜光	811.2	ｶ		講談社	1994	429	15	1999
	0090001986	1999/01/01	週刊 世界の美術館　１　／ルーヴル美術館㈵【フランス】		週刊［世界の美術館］１	講談社	051	ｾ	週刊001	講談社	2000		30	1999
	0090001987	1999/01/01	週刊 世界の美術館　２　／オルセー美術館㈵【フランス】		週刊［世界の美術館］　２	講談社	051	ｾ	週刊002	講談社	2000		30	1999
	0090001988	1999/01/01	週刊 世界の美術館　３　／ヴァディカン美術館㈵【イタリア】		週刊［世界の美術館］　３	講談社	051	ｾ	週刊003	講談社	2000		30	1999
	0090001989	1999/01/01	週刊 世界の美術館　４　／メトロポリタン美術館㈵【アメリカ】		週刊［世界の美術館］　４	講談社	051	ｾ	週刊004	講談社	2000		30	1999
	0090001990	1999/01/01	週刊 世界の美術館　５　／ウフィツィ美術館㈵【イタリア】		週刊［世界の美術館］　５	講談社	051	ｾ	週刊005	講談社	2000		30	1999
	0090001991	1999/01/01	週刊 世界の美術館　６　／プラド美術館㈵【スペイン】		週刊［世界の美術館］　６	講談社	051	ｾ	週刊006	講談社	2000		30	1999
	0090001992	1999/01/01	週刊 世界の美術館　７　／大英博物館㈵【イギリス】		週刊［世界の美術館］　７	講談社	051	ｾ	週刊007	講談社	2000		30	1999
	0090001993	1999/01/01	週刊 世界の美術館　８　／ニューヨーク近代美術館㈵【アメリカ】		週刊［世界の美術館］　８	講談社	051	ｾ	週刊008	講談社	2000		30	1999
	0090001994	1999/01/01	週刊 世界の美術館　９　／ウィーン美術史美術館㈵【オーストリア】		週刊［世界の美術館］　９	講談社	051	ｾ	週刊009	講談社	2000		30	1999
	0090001995	1999/01/01	週刊 世界の美術館　１０　／エルミタージュ美術館㈵【ロシア】		週刊［世界の美術館］　１０	講談社	051	ｾ	週刊010	講談社	2000		30	1999
	0090001996	1999/01/01	週刊 世界の美術館　１１　／ロンドン・ナショナルギャラリー㈵【イギリス】		週刊［世界の美術館］　１１	講談社	051	ｾ	週刊011	講談社	2000		30	1999
	0090001997	1999/01/01	週刊 世界の美術館　１２　／ボストン美術館㈵【アメリカ】		週刊［世界の美術館］　１２	講談社	051	ｾ	週刊012	講談社	2000		30	1999
	0090001998	1999/01/01	週刊 世界の美術館　１３　／ルーヴル美術館㈼【フランス】		週刊［世界の美術館］　１３	講談社	051	ｾ	週刊013	講談社	2000		30	1999
